Partner University (PU),PU Module Code,PU Module Title,PU Module Credits,NUS Module Cod,NUS Module Credits
"Uni College London, Uni London",STAT1004,Introduction to Probability and Statistics,0.5,ST2334,4
"Uni College London, Uni London",STAT7001,Computing for Practical Statistics,4,ST2137,4
Uni N Carolina at Chapel Hill,STOR435,Introduction to Probability,3,ST2334,4
Uni N Carolina at Chapel Hill,STOR471,Long Term Actuarial Models,3,ST3246,4
Uni N Carolina at Chapel Hill,STOR465,SIMULATION ANALYSIS AND DESIGN,3,ST3247,4
Uni N Carolina at Chapel Hill,STOR215,Introduction to the Decision Sciences,3,ST2991,4
Uni N Carolina at Chapel Hill,STOR641,Stochastic Models in Operations Research I,3,ST3236,4
Uni N Carolina at Chapel Hill,STOR664,Applied Statistics I,3,ST4233,4
Uni N Carolina at Chapel Hill,STOR757,Bayesian Statistics And Generalised Linear Models,3,ST4234,4
Uni N Carolina at Chapel Hill,STOR472,Short Term Actuarial Models,3,ST3246,4
Uni N Carolina at Chapel Hill,STOR642,Stochastic Models in Operations Research II,3,ST4238,4
Uni N Carolina at Chapel Hill,STOR455,Statistical Methods,3,ST3131,4
Uni N Carolina at Chapel Hill,STOR358,Sample Survey Methodology,4,ST3239,4
Uni N Carolina at Chapel Hill,STOR565,Machine Learning,3,ST4240,4
Uni N Carolina at Chapel Hill,STOR445,Stochastic Modeling,3,ST3236,4
Uni N Carolina at Chapel Hill,STOR635,Probability,3,ST4237,4
Uni N Carolina at Chapel Hill,ECON575,Applied Time Series Analysis and Forecasting,3,ST3233,4
Uni N Carolina at Chapel Hill,STOR754,Time Series and Multivariate Analysis,3,ST3233,4
Uni N Carolina at Chapel Hill,STOR555,Mathematical Statistics,3,ST2334,4
"Uni of Michigan, Ann Arbor",STATS250,Introduction to Statistics and Data Analysis,4,ST2137,4
"Uni of Michigan, Ann Arbor",STATS401,Applied Statistical Methods II,4,ST3131,4
University College Dublin,STAT30010,Time Series,5,ST3233,4
University College Dublin,STAT30080,Models‐Survival Models,5,ST3242,4
University College Dublin,STAT40020,Actuarial Statistics I,5,ST3246,4
University College Dublin,STAT40080,Nonparametric Statistics,5,ST4232,4
University College Dublin,STAT40400,Monte Carlo Inference,5,ST3247,4
University College London,STAT3020,STOCHASTIC METHODS IN FINANCE II,0.5,ST4245,4
University College London,STAT3003,FORECASTING,0.5,ST3233,4
University College London,STAT3004,DECISION AND RISK,0.5,ST4991,4
University of Bath,MA20225,Probability 2B,6,ST3236,4
University of Bath,MA30089,Stochastic processes & finance,6,ST3236,4
University of Bath,MA30085,Time series,6,ST3233,4
University of Bath,MA40090,Multivariate data analysis,6,ST3240,4
University of Calgary,STAT321,Introduction to Probability,3,ST2334,4
University of Calgary,STAT213,Introduction To Statistics I,3,ST2334,4
University of California,STAT153,Introduction to Time Series,4,ST3233,4
University of California,STAT154,Modern Statistical Prediction and Machine Learning,4,ST4240,4
University of California,STATS115,Introduction to Bayesian Data Analysis,4,ST4234,4
University of California,MATH130A,Probability and Stochastic Processes,4,ST3236,4
University of California,MATH113A,Mathematical Modeling in Biology,4,ST3245,4
University of California,STATS140,Multivariate Statistical Methods,4,ST3240,4
University of California,STATS67,Introduction to Probability and Statistics for Computer Science,4,ST2334,4
University of California,STA032,Stat Anlys Thru Comp,4,ST2334,4
University of California,STAT154,MODERN STATISTICAL PREDICTION AND MACHINE LEARNING,4,ST4231,4
University of California,STAT150,Stochastic Processes,3,ST4238,4
University of California,STA135,Multivariate Data Analysis,4,ST3240,4
University of California,STA137,Applied Time Series Analysis,4,ST3233,4
University of California,MATH181E,Mathematical Statistics—Time Series,4,ST3233,4
University of California,STATS7,Basic Statistics,4,ST1131,4
University of California,STATS20,Introduction to Statistical Programming with R,4,ST2991,4
University of California,STAT151A,Linear Modelling:Theory and Applications,4,ST3131,4
University of California,MATH282B,Applied Statistics II,4,ST3131,4
University of California,MATH282B,Applied Statistics II,4,ST4233,4
University of California,STAT155,Game Theory,3,ST4991,4
University of California,STAT150,Stochastic Processes,3,ST3236,4
University of California,STAT158,The Design and Analysis of Experiments,4,ST3239,4
University of California,STAT157,Statistics and Finance,3,ST4245,4
University of California,STATS210,Statistical Methods I: Linear Models,4,ST3131,4
University of California,STAT20,Introduction to Probability and Statistics,4,ST2131,4
University of California,MATH032,Probability and Statistics,4,ST2131,4
University of California,PSTAT120A,Probability and Statistics,4,ST2131,4
University of California,STATS245,Time Series Analysis,4,ST3233,4
University of Canterbury,STAT318,Data Mining,15,ST4240,4
University of Canterbury,STAT317,Time Series Methods,15,ST3233,4
University of Canterbury,STAT314,Bayesian Inference,15,ST4234,4
University of Canterbury,STAT315,Multivariate Statistical Methods,15,ST3240,4
University of Copenhagen,NMAK11003U,Advanced probability theory 1,7.5,ST4237,4
University of Copenhagen,NMAA05025U,Statistic Analysis Of Econometric Time Series,7.5,ST3233,4
University of Copenhagen,NMAK15020U,Statistical Computing,7.5,ST4231,4
University of Copenhagen,NMAA05115U,Stochastic Processes In Life Insurance,7.5,ST3236,4
University of Copenhagen,NMAK16014U,Introduction to Multivariate Extreme Value Theory (AAM),7.5,ST4991,4
University of Copenhagen,NMAK16010U,Graphical Models,7.5,ST4991,4
University of Copenhagen,NMAK14003U,applied statistics,7.5,ST4991,4
University of Copenhagen,NDAB16012U,Modelling and analysis of data,7.5,ST2991,4
University of Geneva,S201008,Statistical Modelling,6,ST4233,4
University of Geneva,S411003,Sampling techniques,3,ST3239,4
University of Geneva,S411001,Generalized Linear and Additive Models,6,ST4991,4
University of Georgia,STAT4380,Survival Analysis,4,ST3242,4
University of Georgia,STAT4280,Applied time series,4,ST3233,4
University of Georgia,STAT8250,Multivariate Methods,4,ST3240,4
University of Georgia,STAT6420,Applied Linear Models,3,ST4233,4
University of Georgia,STAT4230,Applied Regression Analysis,3,ST4233,4
University of Georgia,STAT4260,Statistical Quality Assurance,3,ST3235,4
University of Kaiserslautern,MAT‐61‐18‐V‐7,Life Insurance,4.5,ST3234,4
University of Kaiserslautern,MAT‐62‐12‐V‐7,Nonparametric Statistics,9,ST4232,4
University of Kaiserslautern,MAT‐62‐13‐V‐7,Financial Statistics,4.5,ST4245,4
University of Kaiserslautern,MAT‐60‐12‐V‐4,Regression and Time Series Analysis,9,ST3991,4
University of Kaiserslautern,MAT62‐20‐V‐7,Statistical Learning and Regression,4.5,ST4240,4
University of Konstanz,OEK10015‐2016,Statistics I,6,ST2334,4
University of Liverpool,MATH361,THEORY OF STATISTICAL INFERENCE,15,ST2132,4
University of Maryland,STAT470,Actuarial Mathematics,3,ST3246,4
University of Maryland,AMSC420,MATHEMATICAL MODELLING,3,ST4233,4
University of Maryland,STAT440,Sampling Theory,3,ST3239,4
University of Miami,ECE577,Data Mining,3,ST4240,4
University of Notre Dame,ACMS10145,Statistics for Business I,3,ST1991,4
University of Oslo,STK3100,introduction to generalised linear models,10,ST4233,4
University of Oslo,STK3505,Problems and methods in actuarial science,10,ST3246,4
University of Oslo,STK4021,Applied Bayesian Analysis and Numerical Methods,10,ST4234,4
University of Oslo,STK4510,Introduction to methods and techniques in financial mathematics,10,ST4245,4
University of Oslo,STK4040,Multivariable analysis,10,ST3240,4
University of Oslo,STK4080,Survival and event history analysis,10,ST3242,4
University of Oslo,STK4600,Statistical Methods for Social Sciences. Survey Sampling and Statistical Demography,10,ST3239,4
University of Ottawa,MAT1371,DESCRIPTIVE STATISTICS,3,ST1131,4
University of Ottawa,MAT1372,Elements of Probability and Statistical Inference,3,ST1131,4
University of Pennsylvania,STAT434,Financial and Economic Time Series,1,ST3233,4
University of Pennsylvania,STAT475,Sample Survey Methods,1,ST3239,4
University of Pennsylvania,STAT451,Fundamental of Actuarial Science I,1,ST3246,4
University of Pennsylvania,STAT471,Modern Data Mining,1,ST4240,4
University of Pennsylvania,STAT453,Actuarial Statistics,1,ST4238,4
University of Pennsylvania,STAT470,Data Analytics and Statistical Computing,1,ST4991,4
University of Pennsylvania,STAT431,Statistical Inference,1,ST4992,4
University of Pittsburgh,STAT1151,Introduction to Probability,3,ST2131,4
University of Texas at Austin,SDS378,INTRODUCTION TO MATHEMATICAL STATISTICS,3,ST2132,4
University of Texas at Austin,M349R,Applied Regression and Time Series,3,ST3233,4
University of Texas at Austin,M362M,Introduction to stochastic processes I,4,ST3236,4
University of Texas at Austin,M349P,Actuarial Statistical Estimates,3,ST3246,4
University of Texas at Austin,SSC384,Bayesian Statistical Methods,3,ST4234,4
University of Texas at Austin,SSC391D,Data Mining,3,ST4240,4
University of Texas at Austin,SSC3847,BAYESIAN STATISTICAL METHS,3,ST4234,4
University of Texas at Austin,ORI390R.5,Applied Stochastic Processes,3,ST3236,4
University of Texas at Austin,SDS353,Advanced Multivariate Modelling,3,ST3240,4
University of Texas at Austin,SDS387,Linear Models,3,ST4233,4
University of Texas at Austin,SDS384,Bayesian Statistical Methods,4,ST4234,4
University of Texas at Austin,SDS386D,MONTE CARLO MTHDS IN STATS,3,ST3247,4
University of Texas at Austin,SDS384‐6,Design & Analysis of Experiment,3,ST3232,4
University of Texas at Austin,SDS385,Introduction to Statistical Learning,3,ST4240,4
University of Texas at Austin,M339U,Actuarial Contingent Payments I,3,ST3234,4
University of Texas at Austin,SDS3847,Bayesian Statistical Methods,3,ST4234,4
University of Texas at Austin,SDS391D,Data Mining,3,ST4240,4
University of Victoria,STAT453,Design and Analysis of Experiments,1.5,ST3232,4
University of Victoria,STAT456,Multivariate Analysis,1.5,ST3240,4
University of Victoria,STAT454,Topics in Applied Statistics,1.5,ST4234,4
University of Victoria,STAT354,Sampling Techniques,1.5,ST3239,4
University of Victoria,STAT457,Time Series Analysis,1.5,ST3233,4
University of Victoria,STAT357,Statistical Methods in Quality Assurance,1.5,ST3235,4
University of Victoria,STAT459,Survival Analysis,1.5,ST3242,4
University of Victoria,STAT359,Data Analysis,1.5,ST3991,4
University of Virginia,STAT5120,Applied Linear Models,3,ST3131,4
University of Virginia,STAT5330,Data Mining,3,ST4240,4
University of Washington,STAT583,Introduction to Mathematical Statistics: Econometrics I (5),5,ST2132,4
University of Washington,DATA558,Statistical Machine Learning for Data Scientists,5,ST4240,4
University of Washington,STAT509,Econometrics I: Introduction to Mathematical Statistics,4,ST2132,4
University of Washington,STAT502,DESIGN AND ANALYSIS OF EXPERIMENTS,4,ST3232,4
University of Washington,STAT491,INTRODUCTION TO STOCHASTIC PROCESSES,3,ST3236,4
University of Washington,STAT519,TIME SERIES ANALYSIS,3,ST3233,4
University of Washington,STAT425,INTRODUCTION TO NONPARAMETRIC STATISTICS,3,ST4232,4
University of Washington,STAT570,Advanced Regression Methods for Independent Data,3,ST4233,4
University of Washington,MATH491,Introduction to Stochastic Processes,3,ST3236,4
University of Washington,STAT441,Multivariate Statistical Methods,4,ST3240,4
University of Waterloo,STAT230,Probability,0.5,ST2334,4
University of Waterloo,STAT433,STOCHASTIC PROCESSES 1,0.5,ST3236,4
University of Waterloo,ACTSC232,Life Contingencies 1,0.5,ST3234,4
University of Waterloo,STAT371,Applied Linear Models and Process Improvement for Business,0.5,ST4233,4
University of Waterloo,STAT443,Forecasting,0.5,ST3233,4
University of Waterloo,STAT333,Applied Probability,0.5,ST3236,4
University of Waterloo,STAT430,Experimental Design,0.5,ST3232,4
University of Waterloo,STAT441,Statistical Learning ‐ Classification,0.5,ST4991,4
University of Waterloo,STAT331,Applied Linear Models,0.5,ST3131,4
University of Waterloo,STAT341,Computational Statistics and Data Analysis,0.5,ST3247,4
University of Waterloo,STAT442,Data Visualisation,0.5,ST4240,4
University of Waterloo,STAT332,Sampling and Experimental Design,0.5,ST3232,4
University of Waterloo,STAT330,Mathematical Statistics,0.5,ST2132,4
University of Waterloo,STAT231,Statistics,0.5,ST2132,4
University of Waterloo,ACTSC431,Loss Models,0.5,ST3246,4
University of Waterloo,STAT372,Survey Sampling and Experimental Design Techniques for Business,0.5,ST3991,4
University of Waterloo,STAT230,Probability,0.5,ST2131,4
University of York,MAT00017,Generalised Linear Models,10,ST4233,4
Uppsala University,1MA214,Monte Carlo Methods with Financial Applications,10,ST4991,4
Uppsala University,1MS004,Analysis of Regression and Variance,10,ST4991,4
Uppsala University,1DL360,Data Mining I,5,ST4240,4
Uppsala University,2ST106,Quantitative Methods,7.5,ST3239,4
Uppsala University,2ST071,Multivariate Analysis,7.5,ST3240,4
Uppsala University,1MS003,Multivariate Analysis,10,ST3240,4
Uppsala University,1MS019,Generalized Linear Models,5,ST4233,4
Utrecht University,WISB362,Stochastic processes,7.5,ST3236,4
Utrecht University,WISL704,Time series,8,ST3233,4
Utrecht University,WISL538,Bayesian Statistics,8,ST4234,4
